,Paths,Angle
0,2024-06-21 00-18-01_1.png,0.0
1,2024-06-21 00-18-01_2.png,0.0
2,2024-06-21 00-18-02_3.png,0.0
3,2024-06-21 00-18-02_4.png,0.0
4,2024-06-21 00-18-03_5.png,0.0
5,2024-06-21 00-18-03_6.png,0.0
6,2024-06-21 00-18-04_7.png,0.0
7,2024-06-21 00-18-04_8.png,0.0
8,2024-06-21 00-18-05_9.png,0.0
9,2024-06-21 00-18-05_10.png,0.0
10,2024-06-21 00-18-06_11.png,0.0
11,2024-06-21 00-18-06_12.png,0.0
12,2024-06-21 00-18-07_13.png,0.0
13,2024-06-21 00-18-07_14.png,0.0
14,2024-06-21 00-18-08_15.png,0.0
15,2024-06-21 00-18-09_16.png,0.0
16,2024-06-21 00-18-09_17.png,0.0
17,2024-06-21 00-18-10_18.png,0.0
18,2024-06-21 00-18-10_19.png,0.0
19,2024-06-21 00-18-11_20.png,0.0
20,2024-06-21 00-18-11_21.png,0.0
21,2024-06-21 00-18-12_22.png,0.0
22,2024-06-21 00-18-12_23.png,0.0
23,2024-06-21 00-18-13_24.png,0.0
24,2024-06-21 00-18-13_25.png,0.0
25,2024-06-21 00-18-14_26.png,0.0
26,2024-06-21 00-18-14_27.png,0.0
27,2024-06-21 00-18-15_28.png,0.0
28,2024-06-21 00-18-15_29.png,0.0
29,2024-06-21 00-18-16_30.png,0.0
30,2024-06-21 00-18-16_31.png,0.0
31,2024-06-21 00-18-17_32.png,0.0
32,2024-06-21 00-18-18_33.png,0.0
33,2024-06-21 00-18-18_34.png,0.0
34,2024-06-21 00-18-19_35.png,0.0
35,2024-06-21 00-18-19_36.png,0.0
36,2024-06-21 00-18-20_37.png,0.0
37,2024-06-21 00-18-20_38.png,0.0
38,2024-06-21 00-18-21_39.png,0.0
39,2024-06-21 00-18-21_40.png,0.0
40,2024-06-21 00-18-22_41.png,0.0
41,2024-06-21 00-18-22_42.png,0.0
42,2024-06-21 00-18-23_43.png,0.0
43,2024-06-21 00-18-23_44.png,0.0
44,2024-06-21 00-18-24_45.png,0.0
45,2024-06-21 00-18-24_46.png,0.0
46,2024-06-21 00-18-25_47.png,0.0
47,2024-06-21 00-18-26_48.png,0.0
48,2024-06-21 00-18-26_49.png,0.0
49,2024-06-21 00-18-27_50.png,0.0
50,2024-06-21 00-18-27_51.png,0.0
51,2024-06-21 00-18-28_52.png,0.0
52,2024-06-21 00-18-28_53.png,0.0
53,2024-06-21 00-18-29_54.png,0.0
54,2024-06-21 00-18-29_55.png,0.0
55,2024-06-21 00-18-30_56.png,0.0
56,2024-06-21 00-18-30_57.png,0.0
57,2024-06-21 00-18-31_58.png,0.0
58,2024-06-21 00-18-31_59.png,0.0
59,2024-06-21 00-18-32_60.png,0.0
60,2024-06-21 00-18-32_61.png,0.0
61,2024-06-21 00-18-33_62.png,0.0
62,2024-06-21 00-18-33_63.png,0.0
63,2024-06-21 00-18-34_64.png,0.0
64,2024-06-21 00-18-35_65.png,0.0
65,2024-06-21 00-18-35_66.png,0.0
66,2024-06-21 00-18-36_67.png,0.0
67,2024-06-21 00-18-36_68.png,0.0
68,2024-06-21 00-18-37_69.png,-0.031250953703421125
69,2024-06-21 00-18-37_70.png,0.0
70,2024-06-21 00-18-38_71.png,0.0
71,2024-06-21 00-18-38_72.png,0.0
72,2024-06-21 00-18-39_73.png,-0.06640827661976989
73,2024-06-21 00-18-39_74.png,-0.05859553819391461
74,2024-06-21 00-18-40_75.png,-0.06250190740684225
75,2024-06-21 00-18-40_76.png,-0.07422101504562517
76,2024-06-21 00-18-41_77.png,-0.07422101504562517
77,2024-06-21 00-18-41_78.png,-0.07422101504562517
78,2024-06-21 00-18-42_79.png,-0.07812738425855281
79,2024-06-21 00-18-42_80.png,-0.07422101504562517
80,2024-06-21 00-18-43_81.png,-0.07422101504562517
81,2024-06-21 00-18-43_82.png,-0.07422101504562517
82,2024-06-21 00-18-44_83.png,-0.07031464583269753
83,2024-06-21 00-18-45_84.png,-0.06640827661976989
84,2024-06-21 00-18-45_85.png,-0.05468916898098697
85,2024-06-21 00-18-46_86.png,-0.023438215277565844
86,2024-06-21 00-18-46_87.png,-0.031250953703421125
87,2024-06-21 00-18-47_88.png,-0.06640827661976989
88,2024-06-21 00-18-47_89.png,-0.0859401226844081
89,2024-06-21 00-18-48_90.png,-0.07812738425855281
90,2024-06-21 00-18-48_91.png,-0.05468916898098697
91,2024-06-21 00-18-49_92.png,-0.05468916898098697
92,2024-06-21 00-18-49_93.png,-0.05468916898098697
93,2024-06-21 00-18-50_94.png,-0.05859553819391461
94,2024-06-21 00-18-50_95.png,-0.05468916898098697
95,2024-06-21 00-18-51_96.png,-0.05468916898098697
96,2024-06-21 00-18-51_97.png,-0.039063692129276406
97,2024-06-21 00-18-52_98.png,-0.05078279976805933
98,2024-06-21 00-18-52_99.png,-0.07031464583269753
99,2024-06-21 00-18-53_100.png,-0.027344584490493484
100,2024-06-21 00-18-53_101.png,0.0
101,2024-06-21 00-18-54_102.png,0.0
102,2024-06-21 00-18-55_103.png,0.0
103,2024-06-21 00-18-55_104.png,0.0
104,2024-06-21 00-18-56_105.png,0.0
105,2024-06-21 00-18-56_106.png,0.0
106,2024-06-21 00-18-57_107.png,0.0
107,2024-06-21 00-18-57_108.png,0.0
108,2024-06-21 00-18-58_109.png,0.0
109,2024-06-21 00-18-58_110.png,0.0
