,Paths,Angle
0,2024-06-21 01-16-53_1.png,0.0
1,2024-06-21 01-16-53_2.png,0.0
2,2024-06-21 01-16-54_3.png,0.0
3,2024-06-21 01-16-54_4.png,0.0
4,2024-06-21 01-16-55_5.png,0.0
5,2024-06-21 01-16-55_6.png,0.0
6,2024-06-21 01-16-56_7.png,0.0
7,2024-06-21 01-16-57_8.png,0.0
8,2024-06-21 01-16-57_9.png,0.0
9,2024-06-21 01-16-58_10.png,0.0
10,2024-06-21 01-16-58_11.png,0.0
11,2024-06-21 01-16-59_12.png,0.0
12,2024-06-21 01-16-59_13.png,0.0
13,2024-06-21 01-17-00_14.png,0.0
14,2024-06-21 01-17-00_15.png,0.0
15,2024-06-21 01-17-01_16.png,0.0
16,2024-06-21 01-17-01_17.png,0.0
17,2024-06-21 01-17-02_18.png,0.0
18,2024-06-21 01-17-02_19.png,0.0
19,2024-06-21 01-17-03_20.png,0.0
20,2024-06-21 01-17-03_21.png,0.0
21,2024-06-21 01-17-04_22.png,0.0
22,2024-06-21 01-17-04_23.png,0.0
23,2024-06-21 01-17-05_24.png,0.0
24,2024-06-21 01-17-06_25.png,0.0
25,2024-06-21 01-17-06_26.png,0.0
26,2024-06-21 01-17-07_27.png,0.0
27,2024-06-21 01-17-07_28.png,0.0
28,2024-06-21 01-17-08_29.png,0.0
29,2024-06-21 01-17-08_30.png,0.0
30,2024-06-21 01-17-09_31.png,0.0
31,2024-06-21 01-17-09_32.png,0.0
32,2024-06-21 01-17-10_33.png,0.0
33,2024-06-21 01-17-10_34.png,0.0
34,2024-06-21 01-17-11_35.png,0.0
35,2024-06-21 01-17-11_36.png,0.0
36,2024-06-21 01-17-12_37.png,0.0
37,2024-06-21 01-17-12_38.png,0.0
38,2024-06-21 01-17-13_39.png,0.0
39,2024-06-21 01-17-14_40.png,0.0
40,2024-06-21 01-17-14_41.png,0.0
41,2024-06-21 01-17-15_42.png,0.0
42,2024-06-21 01-17-15_43.png,0.0
43,2024-06-21 01-17-16_44.png,0.0
44,2024-06-21 01-17-16_45.png,0.023819696646015808
45,2024-06-21 01-17-17_46.png,0.0
46,2024-06-21 01-17-17_47.png,-0.05078279976805933
47,2024-06-21 01-17-18_48.png,1.5259254737998596e-05
48,2024-06-21 01-17-18_49.png,0.0
49,2024-06-21 01-17-19_50.png,0.0
50,2024-06-21 01-17-19_51.png,0.0
51,2024-06-21 01-17-20_52.png,0.0
52,2024-06-21 01-17-20_53.png,0.0
53,2024-06-21 01-17-21_54.png,0.05557420575579089
54,2024-06-21 01-17-22_55.png,0.14287240211188085
55,2024-06-21 01-17-22_56.png,0.21430097354045227
56,2024-06-21 01-17-23_57.png,0.0
57,2024-06-21 01-17-23_58.png,0.13493758964812158
58,2024-06-21 01-17-24_59.png,0.08731345561082797
59,2024-06-21 01-17-24_60.png,0.06747642445142979
60,2024-06-21 01-17-25_61.png,0.06350901821955016
61,2024-06-21 01-17-25_62.png,0.1031830805383465
62,2024-06-21 01-17-26_63.png,0.21033356730857264
63,2024-06-21 01-17-26_64.png,0.16270943327127904
64,2024-06-21 01-17-27_65.png,0.08731345561082797
65,2024-06-21 01-17-27_66.png,0.0
66,2024-06-21 01-17-28_67.png,0.019852290414136175
67,2024-06-21 01-17-29_68.png,0.06350901821955016
68,2024-06-21 01-17-29_69.png,0.08731345561082797
69,2024-06-21 01-17-30_70.png,0.0912808618427076
70,2024-06-21 01-17-30_71.png,0.0793786431470687
71,2024-06-21 01-17-31_72.png,0.03968932157353435
72,2024-06-21 01-17-31_73.png,0.08334604937894834
73,2024-06-21 01-17-32_74.png,-0.003906369212927641
74,2024-06-21 01-17-32_75.png,0.003982665486617634
75,2024-06-21 01-17-33_76.png,-0.04687643055513169
76,2024-06-21 01-17-33_77.png,1.5259254737998596e-05
77,2024-06-21 01-17-34_78.png,1.5259254737998596e-05
78,2024-06-21 01-17-34_79.png,0.0
79,2024-06-21 01-17-35_80.png,0.0
80,2024-06-21 01-17-36_81.png,0.0
81,2024-06-21 01-17-36_82.png,0.023819696646015808
82,2024-06-21 01-17-37_83.png,0.0
83,2024-06-21 01-17-37_84.png,0.0
84,2024-06-21 01-17-38_85.png,0.0
85,2024-06-21 01-17-38_86.png,0.0
86,2024-06-21 01-17-39_87.png,0.0
87,2024-06-21 01-17-39_88.png,0.0
88,2024-06-21 01-17-40_89.png,0.0
89,2024-06-21 01-17-40_90.png,-0.003906369212927641
90,2024-06-21 01-17-41_91.png,-0.015625476851710562
91,2024-06-21 01-17-41_92.png,-0.031250953703421125
92,2024-06-21 01-17-42_93.png,0.0
93,2024-06-21 01-17-42_94.png,0.0
94,2024-06-21 01-17-43_95.png,0.0
95,2024-06-21 01-17-44_96.png,0.0
96,2024-06-21 01-17-44_97.png,0.0
97,2024-06-21 01-17-45_98.png,0.0
98,2024-06-21 01-17-45_99.png,0.0
99,2024-06-21 01-17-46_100.png,0.0
100,2024-06-21 01-17-46_101.png,0.003982665486617634
101,2024-06-21 01-17-47_102.png,0.0
102,2024-06-21 01-17-47_103.png,0.0
103,2024-06-21 01-17-48_104.png,0.0
104,2024-06-21 01-17-48_105.png,0.0
105,2024-06-21 01-17-49_106.png,0.0
106,2024-06-21 01-17-49_107.png,0.0
107,2024-06-21 01-17-50_108.png,0.0
108,2024-06-21 01-17-51_109.png,0.0
109,2024-06-21 01-17-51_110.png,0.0
110,2024-06-21 01-17-52_111.png,0.0
111,2024-06-21 01-17-52_112.png,0.0
112,2024-06-21 01-17-53_113.png,0.0
113,2024-06-21 01-17-53_114.png,0.0
114,2024-06-21 01-17-54_115.png,0.0
115,2024-06-21 01-17-54_116.png,0.0
116,2024-06-21 01-17-55_117.png,0.0
117,2024-06-21 01-17-55_118.png,0.0
118,2024-06-21 01-17-56_119.png,0.0
119,2024-06-21 01-17-56_120.png,0.0
120,2024-06-21 01-17-57_121.png,1.5259254737998596e-05
121,2024-06-21 01-17-57_122.png,0.0
122,2024-06-21 01-17-58_123.png,0.0
123,2024-06-21 01-17-59_124.png,0.0
124,2024-06-21 01-17-59_125.png,0.0
125,2024-06-21 01-18-00_126.png,0.0
126,2024-06-21 01-18-00_127.png,1.5259254737998596e-05
127,2024-06-21 01-18-01_128.png,1.5259254737998596e-05
128,2024-06-21 01-18-01_129.png,1.5259254737998596e-05
129,2024-06-21 01-18-02_130.png,1.5259254737998596e-05
130,2024-06-21 01-18-02_131.png,1.5259254737998596e-05
131,2024-06-21 01-18-03_132.png,0.007950071718497268
132,2024-06-21 01-18-03_133.png,0.0
133,2024-06-21 01-18-04_134.png,0.0
134,2024-06-21 01-18-04_135.png,0.0
135,2024-06-21 01-18-05_136.png,0.0
136,2024-06-21 01-18-05_137.png,0.0
137,2024-06-21 01-18-06_138.png,0.0
138,2024-06-21 01-18-07_139.png,0.0
139,2024-06-21 01-18-07_140.png,0.0
140,2024-06-21 01-18-08_141.png,0.0
141,2024-06-21 01-18-08_142.png,0.0
