,Paths,Angle
0,2024-06-21 01-25-25_1.png,0.0
1,2024-06-21 01-25-26_2.png,0.0
2,2024-06-21 01-25-26_3.png,0.0
3,2024-06-21 01-25-27_4.png,0.0
4,2024-06-21 01-25-27_5.png,0.0
5,2024-06-21 01-25-28_6.png,0.0
6,2024-06-21 01-25-28_7.png,0.0
7,2024-06-21 01-25-29_8.png,0.0
8,2024-06-21 01-25-29_9.png,0.0
9,2024-06-21 01-25-30_10.png,0.0
10,2024-06-21 01-25-31_11.png,0.0
11,2024-06-21 01-25-31_12.png,0.0
12,2024-06-21 01-25-32_13.png,0.0
13,2024-06-21 01-25-32_14.png,0.0
14,2024-06-21 01-25-33_15.png,0.0
15,2024-06-21 01-25-33_16.png,0.0
16,2024-06-21 01-25-34_17.png,0.0
17,2024-06-21 01-25-34_18.png,0.0
18,2024-06-21 01-25-35_19.png,0.0
19,2024-06-21 01-25-35_20.png,0.0
20,2024-06-21 01-25-36_21.png,0.0
21,2024-06-21 01-25-36_22.png,0.0
22,2024-06-21 01-25-37_23.png,0.0
23,2024-06-21 01-25-37_24.png,0.0
24,2024-06-21 01-25-38_25.png,0.0
25,2024-06-21 01-25-39_26.png,0.0
26,2024-06-21 01-25-39_27.png,0.0
27,2024-06-21 01-25-40_28.png,0.0
28,2024-06-21 01-25-40_29.png,0.0
29,2024-06-21 01-25-41_30.png,0.0
30,2024-06-21 01-25-41_31.png,0.0
31,2024-06-21 01-25-42_32.png,0.0
32,2024-06-21 01-25-42_33.png,0.0
33,2024-06-21 01-25-43_34.png,0.0
34,2024-06-21 01-25-43_35.png,0.0
35,2024-06-21 01-25-44_36.png,0.0
36,2024-06-21 01-25-44_37.png,0.0
37,2024-06-21 01-25-45_38.png,0.0
38,2024-06-21 01-25-45_39.png,0.0
39,2024-06-21 01-25-46_40.png,0.0
40,2024-06-21 01-25-47_41.png,0.0
41,2024-06-21 01-25-47_42.png,0.0
42,2024-06-21 01-25-48_43.png,0.0
43,2024-06-21 01-25-48_44.png,0.0
44,2024-06-21 01-25-49_45.png,0.0
